filename,width,height,class,xmin,ymin,xmax,ymax
6492.png,1068,1333,Ulna,371,984,478,1088
6492.png,1068,1333,Wrist,333,760,703,991
4204.png,859,1091,PIP,521,280,600,363
4204.png,859,1091,PIP,397,214,481,304
4204.png,859,1091,PIP,254,275,329,358
4204.png,859,1091,DIP,239,194,306,267
4204.png,859,1091,MCP,602,585,674,667
4204.png,859,1091,DIP,413,119,490,204
4204.png,859,1091,MCP,292,408,366,509
4204.png,859,1091,DIP,547,202,617,282
4204.png,859,1091,MCP,378,376,459,478
4204.png,859,1091,MCP,471,404,552,501
4204.png,859,1091,MCP,231,449,302,542
4204.png,859,1091,DIP,154,323,226,399
4204.png,859,1091,PIP,178,368,246,452
4204.png,859,1091,PIP,675,525,762,619
4204.png,859,1091,Ulna,268,764,364,853
4204.png,859,1091,Wrist,283,608,566,795
4204.png,859,1091,Radius,350,740,469,833
4211.png,2460,2970,PIP,1143,633,1298,816
4211.png,2460,2970,PIP,933,733,1077,918
4211.png,2460,2970,MCP,926,1072,1105,1299
4211.png,2460,2970,PIP,1395,671,1561,857
4211.png,2460,2970,DIP,1467,479,1585,639
4211.png,2460,2970,DIP,1172,387,1309,563
4211.png,2460,2970,PIP,725,927,835,1084
4211.png,2460,2970,Wrist,897,1579,1566,2018
4211.png,2460,2970,PIP,1779,1138,1909,1315
4211.png,2460,2970,MCP,1618,1345,1797,1530
4211.png,2460,2970,MCP,1288,987,1489,1215
4211.png,2460,2970,MCP,1076,1006,1260,1233
4211.png,2460,2970,Ulna,954,1918,1128,2165
4211.png,2460,2970,MCP,766,1161,955,1386
4211.png,2460,2970,DIP,689,737,809,906
4211.png,2460,2970,DIP,949,492,1074,663
4211.png,2460,2970,Radius,1042,1842,1427,2078
4245.png,830,1024,PIP,361,205,426,295
4245.png,830,1024,PIP,250,253,312,338
4245.png,830,1024,PIP,148,358,203,439
4245.png,830,1024,PIP,483,222,549,306
4245.png,830,1024,DIP,358,93,418,174
4245.png,830,1024,DIP,235,153,287,222
4245.png,830,1024,DIP,501,131,553,202
4245.png,830,1024,MCP,344,380,429,482
4245.png,830,1024,MCP,266,411,347,512
4245.png,830,1024,MCP,434,380,529,482
4245.png,830,1024,DIP,119,296,174,369
4245.png,830,1024,MCP,192,462,271,552
4245.png,830,1024,PIP,665,417,730,505
4245.png,830,1024,Wrist,269,650,559,839
4245.png,830,1024,MCP,578,520,668,611
4245.png,830,1024,Ulna,273,834,353,918
4245.png,830,1024,Radius,334,797,495,894
4286.png,909,1194,PIP,413,261,469,328
4286.png,909,1194,PIP,312,320,370,385
4286.png,909,1194,PIP,551,290,605,366
4286.png,909,1194,DIP,388,162,447,232
4286.png,909,1194,MCP,635,588,705,667
4286.png,909,1194,Wrist,351,665,608,844
4286.png,909,1194,MCP,313,506,375,580
4286.png,909,1194,DIP,277,237,333,300
4286.png,909,1194,MCP,363,445,435,538
4286.png,909,1194,MCP,516,438,593,536
4286.png,909,1194,MCP,433,423,509,518
4286.png,909,1194,DIP,546,215,606,276
4286.png,909,1194,PIP,719,528,787,605
4286.png,909,1194,Ulna,344,827,434,918
4286.png,909,1194,DIP,163,394,225,459
4286.png,909,1194,PIP,221,431,275,494
4286.png,909,1194,Radius,422,808,558,911
4260.png,800,800,DIP,393,117,443,173
4260.png,800,800,DIP,317,129,364,183
4260.png,800,800,PIP,457,228,509,285
4260.png,800,800,DIP,471,165,521,223
4260.png,800,800,PIP,378,190,432,248
4260.png,800,800,MCP,435,328,494,398
4260.png,800,800,DIP,235,198,281,245
4260.png,800,800,MCP,257,321,318,390
4260.png,800,800,PIP,318,201,363,254
4260.png,800,800,PIP,250,247,289,286
4260.png,800,800,MCP,472,413,533,482
4260.png,800,800,MCP,373,301,434,370
4260.png,800,800,MCP,311,301,372,370
4260.png,800,800,Radius,306,551,398,630
4260.png,800,800,Ulna,251,557,312,626
4260.png,800,800,Wrist,254,429,450,581
4260.png,800,800,PIP,514,352,571,407
6434.png,1104,1510,DIP,128,346,230,460
6434.png,1104,1510,DIP,305,183,402,291
6434.png,1104,1510,DIP,501,90,606,211
6434.png,1104,1510,DIP,702,179,799,292
6434.png,1104,1510,PIP,902,559,1014,688
6434.png,1104,1510,PIP,172,446,259,555
6434.png,1104,1510,PIP,318,317,431,442
6434.png,1104,1510,PIP,496,242,616,376
6434.png,1104,1510,PIP,682,289,801,407
6434.png,1104,1510,MCP,371,535,487,684
6434.png,1104,1510,MCP,271,593,379,731
6434.png,1104,1510,MCP,495,501,610,648
6434.png,1104,1510,MCP,628,508,760,660
6434.png,1104,1510,MCP,801,705,918,835
6434.png,1104,1510,Radius,399,1057,614,1218
6434.png,1104,1510,Ulna,289,1058,442,1190
6434.png,1104,1510,Wrist,337,845,768,1115
6403.png,1048,1398,DIP,389,278,463,361
6403.png,1048,1398,DIP,497,190,569,270
6403.png,1048,1398,DIP,616,152,694,242
6403.png,1048,1398,DIP,760,212,831,295
6403.png,1048,1398,PIP,868,487,950,581
6403.png,1048,1398,PIP,375,374,439,453
6403.png,1048,1398,PIP,477,290,560,383
6403.png,1048,1398,PIP,598,253,687,352
6403.png,1048,1398,PIP,735,303,823,390
6403.png,1048,1398,MCP,475,474,581,602
6403.png,1048,1398,MCP,404,525,496,636
6403.png,1048,1398,MCP,584,456,683,585
6403.png,1048,1398,MCP,699,493,796,604
6403.png,1048,1398,MCP,824,611,910,707
6403.png,1048,1398,Radius,517,958,704,1101
6403.png,1048,1398,Ulna,419,987,531,1084
6403.png,1048,1398,Wrist,457,765,785,984
4305.png,975,1750,PIP,494,296,566,395
4305.png,975,1750,DIP,630,203,695,279
4305.png,975,1750,DIP,471,165,543,252
4305.png,975,1750,MCP,598,527,715,652
4305.png,975,1750,PIP,620,314,697,411
4305.png,975,1750,MCP,495,534,597,651
4305.png,975,1750,PIP,216,472,286,556
4305.png,975,1750,MCP,401,563,496,677
4305.png,975,1750,DIP,165,398,229,472
4305.png,975,1750,DIP,352,234,421,314
4305.png,975,1750,Wrist,363,854,719,1087
4305.png,975,1750,MCP,308,606,404,718
4305.png,975,1750,MCP,736,700,846,814
4305.png,975,1750,PIP,370,345,445,448
4305.png,975,1750,PIP,794,565,871,666
4305.png,975,1750,Radius,464,1038,624,1164
4305.png,975,1750,Ulna,379,1056,471,1183
4327.png,1100,1421,PIP,447,222,514,315
4327.png,1100,1421,PIP,591,224,657,311
4327.png,1100,1421,DIP,446,119,502,190
4327.png,1100,1421,DIP,605,127,660,198
4327.png,1100,1421,DIP,266,212,325,287
4327.png,1100,1421,PIP,317,313,382,405
4327.png,1100,1421,MCP,472,420,556,530
4327.png,1100,1421,MCP,392,471,473,574
4327.png,1100,1421,MCP,323,532,403,629
4327.png,1100,1421,MCP,572,406,660,516
4327.png,1100,1421,PIP,897,515,975,606
4327.png,1100,1421,MCP,767,568,858,669
4327.png,1100,1421,Wrist,407,674,724,894
4327.png,1100,1421,PIP,204,463,268,544
4327.png,1100,1421,Ulna,432,864,513,980
4327.png,1100,1421,DIP,137,415,199,498
4327.png,1100,1421,Radius,509,827,658,944
4246.png,1037,1447,PIP,150,468,224,564
4246.png,1037,1447,PIP,403,283,497,396
4246.png,1037,1447,DIP,274,220,344,304
4246.png,1037,1447,PIP,558,321,655,427
4246.png,1037,1447,PIP,793,576,892,694
4246.png,1037,1447,DIP,415,154,496,252
4246.png,1037,1447,DIP,582,207,654,295
4246.png,1037,1447,MCP,402,537,505,660
4246.png,1037,1447,PIP,273,342,359,449
4246.png,1037,1447,MCP,708,722,815,832
4246.png,1037,1447,MCP,302,573,401,696
4246.png,1037,1447,DIP,136,383,208,469
4246.png,1037,1447,MCP,519,534,638,663
4246.png,1037,1447,MCP,210,633,313,751
4246.png,1037,1447,Wrist,291,882,669,1128
4246.png,1037,1447,Ulna,278,1089,397,1207
4246.png,1037,1447,Radius,372,1052,590,1196
4248.png,1720,2320,PIP,887,692,988,826
4248.png,1720,2320,PIP,707,799,807,923
4248.png,1720,2320,DIP,899,534,994,668
4248.png,1720,2320,PIP,1045,719,1150,840
4248.png,1720,2320,PIP,602,937,695,1051
4248.png,1720,2320,MCP,885,988,1002,1137
4248.png,1720,2320,MCP,1226,1159,1361,1299
4248.png,1720,2320,MCP,1028,961,1150,1123
4248.png,1720,2320,MCP,667,1107,791,1256
4248.png,1720,2320,PIP,1325,991,1443,1132
4248.png,1720,2320,MCP,759,1042,896,1199
4248.png,1720,2320,DIP,1069,595,1148,723
4248.png,1720,2320,DIP,690,647,784,772
4248.png,1720,2320,DIP,587,812,674,933
4248.png,1720,2320,Radius,927,1583,1159,1760
4248.png,1720,2320,Ulna,822,1635,959,1792
4248.png,1720,2320,Wrist,767,1326,1225,1631
6435.png,1146,1454,DIP,221,520,328,640
6435.png,1146,1454,DIP,376,340,479,454
6435.png,1146,1454,DIP,575,247,686,375
6435.png,1146,1454,DIP,770,302,872,421
6435.png,1146,1454,PIP,938,679,1056,814
6435.png,1146,1454,PIP,272,645,364,759
6435.png,1146,1454,PIP,401,496,520,628
6435.png,1146,1454,PIP,563,428,690,569
6435.png,1146,1454,PIP,736,444,862,568
6435.png,1146,1454,MCP,436,748,558,905
6435.png,1146,1454,MCP,333,824,447,969
6435.png,1146,1454,MCP,556,687,677,841
6435.png,1146,1454,MCP,684,691,823,850
6435.png,1146,1454,MCP,869,870,993,1007
6435.png,1146,1454,Radius,541,1324,767,1454
6435.png,1146,1454,Ulna,397,1315,558,1454
6435.png,1146,1454,Wrist,415,1131,869,1415
4277.png,2320,2920,PIP,1066,504,1228,652
4277.png,2320,2920,PIP,816,601,953,798
4277.png,2320,2920,PIP,1323,525,1478,691
4277.png,2320,2920,Wrist,908,1559,1545,2028
4277.png,2320,2920,DIP,1090,249,1215,388
4277.png,2320,2920,PIP,1785,1052,1942,1241
4277.png,2320,2920,DIP,1367,301,1486,458
4277.png,2320,2920,MCP,1590,1274,1784,1466
4277.png,2320,2920,DIP,795,382,918,539
4277.png,2320,2920,MCP,689,1157,869,1355
4277.png,2320,2920,PIP,575,908,702,1042
4277.png,2320,2920,MCP,1266,927,1468,1144
4277.png,2320,2920,MCP,860,1030,1044,1240
4277.png,2320,2920,MCP,1039,947,1218,1156
4277.png,2320,2920,DIP,531,748,647,888
4277.png,2320,2920,Ulna,952,1972,1150,2203
4277.png,2320,2920,Radius,1098,1882,1416,2134
6402.png,1104,1344,DIP,90,413,177,510
6402.png,1104,1344,DIP,268,204,352,297
6402.png,1104,1344,DIP,431,111,522,215
6402.png,1104,1344,DIP,630,157,713,253
6402.png,1104,1344,PIP,866,550,962,660
6402.png,1104,1344,PIP,175,479,250,572
6402.png,1104,1344,PIP,313,311,410,418
6402.png,1104,1344,PIP,448,252,551,367
6402.png,1104,1344,PIP,613,283,716,384
6402.png,1104,1344,MCP,392,491,492,619
6402.png,1104,1344,MCP,300,558,393,676
6402.png,1104,1344,MCP,480,461,579,587
6402.png,1104,1344,MCP,586,461,700,591
6402.png,1104,1344,MCP,753,636,854,747
6402.png,1104,1344,Radius,455,945,639,1083
6402.png,1104,1344,Ulna,352,941,483,1054
6402.png,1104,1344,Wrist,375,734,745,966
6458.png,1127,1609,DIP,93,505,200,625
6458.png,1127,1609,DIP,325,317,428,431
6458.png,1127,1609,DIP,507,244,618,372
6458.png,1127,1609,DIP,742,329,844,448
6458.png,1127,1609,PIP,933,776,1051,911
6458.png,1127,1609,PIP,150,608,242,722
6458.png,1127,1609,PIP,321,474,440,606
6458.png,1127,1609,PIP,492,399,619,540
6458.png,1127,1609,PIP,703,472,829,596
6458.png,1127,1609,MCP,348,725,470,882
6458.png,1127,1609,MCP,229,781,343,926
6458.png,1127,1609,MCP,482,681,603,835
6458.png,1127,1609,MCP,622,691,761,850
6458.png,1127,1609,MCP,820,945,944,1082
6458.png,1127,1609,Radius,437,1277,664,1446
6458.png,1127,1609,Ulna,321,1351,482,1490
6458.png,1127,1609,Wrist,281,1101,735,1385
4213.png,2320,2920,PIP,1312,745,1467,934
4213.png,2320,2920,PIP,1083,756,1227,939
4213.png,2320,2920,MCP,1587,1349,1756,1542
4213.png,2320,2920,DIP,1080,566,1204,723
4213.png,2320,2920,PIP,1530,868,1674,1046
4213.png,2320,2920,Wrist,951,1687,1598,2097
4213.png,2320,2920,DIP,1571,644,1698,802
4213.png,2320,2920,DIP,1351,489,1486,669
4213.png,2320,2920,MCP,1458,1235,1628,1436
4213.png,2320,2920,MCP,1061,1113,1259,1348
4213.png,2320,2920,MCP,1290,1142,1465,1360
4213.png,2320,2920,MCP,822,1336,1007,1547
4213.png,2320,2920,Ulna,1345,2052,1550,2278
4213.png,2320,2920,PIP,1740,1096,1850,1251
4213.png,2320,2920,DIP,1782,930,1921,1102
4213.png,2320,2920,PIP,781,1093,909,1261
4213.png,2320,2920,Radius,1047,1995,1410,2277
4224.png,910,1196,PIP,378,184,445,275
4224.png,910,1196,DIP,567,106,620,176
4224.png,910,1196,PIP,253,263,317,347
4224.png,910,1196,DIP,374,70,432,149
4224.png,910,1196,PIP,539,194,608,278
4224.png,910,1196,DIP,219,157,274,231
4224.png,910,1196,MCP,495,352,584,461
4224.png,910,1196,MCP,246,500,318,589
4224.png,910,1196,MCP,387,375,466,477
4224.png,910,1196,PIP,169,406,221,484
4224.png,910,1196,MCP,309,429,385,527
4224.png,910,1196,DIP,113,342,168,418
4224.png,910,1196,Wrist,348,640,634,843
4224.png,910,1196,PIP,679,369,745,457
4224.png,910,1196,Ulna,373,828,468,927
4224.png,910,1196,MCP,624,479,709,572
4224.png,910,1196,Radius,453,786,598,887
6437.png,1141,1536,DIP,283,436,385,550
6437.png,1141,1536,DIP,451,278,549,386
6437.png,1141,1536,DIP,612,201,717,322
6437.png,1141,1536,DIP,774,270,871,383
6437.png,1141,1536,PIP,836,663,949,792
6437.png,1141,1536,PIP,294,551,381,660
6437.png,1141,1536,PIP,425,425,538,550
6437.png,1141,1536,PIP,582,351,703,485
6437.png,1141,1536,PIP,742,396,861,514
6437.png,1141,1536,MCP,423,664,539,813
6437.png,1141,1536,MCP,319,727,428,865
6437.png,1141,1536,MCP,530,633,645,780
6437.png,1141,1536,MCP,674,633,806,785
6437.png,1141,1536,MCP,783,820,901,950
6437.png,1141,1536,Radius,470,1189,686,1350
6437.png,1141,1536,Ulna,359,1195,512,1327
6437.png,1141,1536,Wrist,364,992,795,1262
4310.png,829,936,PIP,419,219,478,299
4310.png,829,936,PIP,291,258,346,331
4310.png,829,936,PIP,202,344,251,415
4310.png,829,936,PIP,533,254,595,335
4310.png,829,936,MCP,326,395,393,483
4310.png,829,936,DIP,164,284,215,354
4310.png,829,936,DIP,426,123,478,195
4310.png,829,936,MCP,262,432,330,515
4310.png,829,936,DIP,269,169,320,236
4310.png,829,936,MCP,480,382,560,477
4310.png,829,936,DIP,569,182,620,251
4310.png,829,936,MCP,589,523,656,597
4310.png,829,936,MCP,397,379,467,468
4310.png,829,936,PIP,653,453,722,530
4310.png,829,936,Wrist,297,561,565,748
4310.png,829,936,Ulna,303,729,379,808
4310.png,829,936,Radius,376,708,481,800
4296.png,892,1372,DIP,330,330,397,413
4296.png,892,1372,PIP,330,434,404,521
4296.png,892,1372,DIP,175,380,245,459
4296.png,892,1372,DIP,443,337,508,411
4296.png,892,1372,MCP,272,643,347,745
4296.png,892,1372,PIP,139,568,201,644
4296.png,892,1372,PIP,448,432,520,518
4296.png,892,1372,Wrist,310,851,595,1055
4296.png,892,1372,MCP,352,604,429,706
4296.png,892,1372,MCP,208,686,281,781
4296.png,892,1372,MCP,446,586,531,688
4296.png,892,1372,DIP,102,500,164,566
4296.png,892,1372,PIP,568,558,638,639
4296.png,892,1372,PIP,214,481,280,568
4296.png,892,1372,MCP,580,677,664,774
4296.png,892,1372,Ulna,318,1032,422,1141
4296.png,892,1372,Radius,404,994,569,1121
6466.png,1503,1822,DIP,255,503,367,629
6466.png,1503,1822,DIP,551,255,659,375
6466.png,1503,1822,DIP,813,189,930,323
6466.png,1503,1822,DIP,1075,317,1182,442
6466.png,1503,1822,PIP,1258,878,1382,1020
6466.png,1503,1822,PIP,338,632,435,752
6466.png,1503,1822,PIP,557,435,682,574
6466.png,1503,1822,PIP,782,367,915,515
6466.png,1503,1822,PIP,991,448,1124,578
6466.png,1503,1822,MCP,577,731,706,896
6466.png,1503,1822,MCP,454,804,573,956
6466.png,1503,1822,MCP,731,683,858,845
6466.png,1503,1822,MCP,878,700,1024,867
6466.png,1503,1822,MCP,1092,986,1222,1130
6466.png,1503,1822,Radius,596,1340,868,1517
6466.png,1503,1822,Ulna,484,1355,653,1501
6466.png,1503,1822,Wrist,508,1129,985,1427
4259.png,935,1454,PIP,443,387,534,497
4259.png,935,1454,PIP,302,445,386,550
4259.png,935,1454,DIP,632,294,707,385
4259.png,935,1454,DIP,153,432,221,516
4259.png,935,1454,DIP,457,248,533,343
4259.png,935,1454,PIP,179,539,252,628
4259.png,935,1454,DIP,299,316,370,401
4259.png,935,1454,MCP,316,647,416,781
4259.png,935,1454,MCP,671,777,776,899
4259.png,935,1454,PIP,594,410,684,515
4259.png,935,1454,MCP,221,696,324,822
4259.png,935,1454,MCP,419,610,527,745
4259.png,935,1454,PIP,752,641,837,742
4259.png,935,1454,MCP,532,623,649,755
4259.png,935,1454,Ulna,297,1180,399,1285
4259.png,935,1454,Wrist,290,949,632,1170
4259.png,935,1454,Radius,391,1122,581,1261
4215.png,901,1152,DIP,278,229,332,301
4215.png,901,1152,PIP,527,303,599,394
4215.png,901,1152,DIP,390,161,448,240
4215.png,901,1152,PIP,282,335,349,425
4215.png,901,1152,DIP,542,199,596,275
4215.png,901,1152,MCP,326,506,403,610
4215.png,901,1152,MCP,501,468,587,574
4215.png,901,1152,PIP,397,275,464,368
4215.png,901,1152,PIP,178,458,235,541
4215.png,901,1152,MCP,407,469,486,573
4215.png,901,1152,Wrist,314,749,603,948
4215.png,901,1152,MCP,651,607,733,705
4215.png,901,1152,PIP,712,489,786,587
4215.png,901,1152,DIP,140,378,200,461
4215.png,901,1152,MCP,256,562,332,659
4215.png,901,1152,Ulna,318,916,409,1013
4215.png,901,1152,Radius,402,915,555,1009
6441.png,1254,1435,DIP,218,409,325,529
6441.png,1254,1435,DIP,398,222,501,336
6441.png,1254,1435,DIP,600,122,711,250
6441.png,1254,1435,DIP,784,168,886,287
6441.png,1254,1435,PIP,1004,626,1122,761
6441.png,1254,1435,PIP,274,528,366,642
6441.png,1254,1435,PIP,405,363,524,495
6441.png,1254,1435,PIP,581,272,708,413
6441.png,1254,1435,PIP,758,310,884,434
6441.png,1254,1435,MCP,448,621,570,778
6441.png,1254,1435,MCP,334,696,448,841
6441.png,1254,1435,MCP,582,566,703,720
6441.png,1254,1435,MCP,715,552,854,711
6441.png,1254,1435,MCP,914,790,1038,927
6441.png,1254,1435,Radius,560,1167,787,1336
6441.png,1254,1435,Ulna,453,1190,614,1329
6441.png,1254,1435,Wrist,448,981,902,1265
4343.png,905,1197,PIP,394,196,463,288
4343.png,905,1197,PIP,267,243,330,328
4343.png,905,1197,PIP,555,209,625,303
4343.png,905,1197,DIP,251,145,307,221
4343.png,905,1197,DIP,397,82,457,168
4343.png,905,1197,DIP,588,126,648,207
4343.png,905,1197,MCP,303,409,387,516
4343.png,905,1197,PIP,140,367,202,444
4343.png,905,1197,MCP,385,382,471,487
4343.png,905,1197,MCP,596,489,688,588
4343.png,905,1197,MCP,480,374,578,480
4343.png,905,1197,PIP,669,392,742,483
4343.png,905,1197,MCP,232,470,313,570
4343.png,905,1197,Wrist,294,607,594,812
4343.png,905,1197,DIP,103,302,170,379
4343.png,905,1197,Ulna,302,800,392,900
4343.png,905,1197,Radius,392,767,524,874
6445.png,1494,1830,DIP,177,637,284,757
6445.png,1494,1830,DIP,403,367,506,481
6445.png,1494,1830,DIP,659,254,770,382
6445.png,1494,1830,DIP,946,338,1048,457
6445.png,1494,1830,PIP,1211,851,1329,986
6445.png,1494,1830,PIP,272,716,364,830
6445.png,1494,1830,PIP,446,500,565,632
6445.png,1494,1830,PIP,670,418,797,559
6445.png,1494,1830,PIP,900,477,1026,601
6445.png,1494,1830,MCP,523,738,645,895
6445.png,1494,1830,MCP,401,833,515,978
6445.png,1494,1830,MCP,665,693,786,847
6445.png,1494,1830,MCP,805,693,944,852
6445.png,1494,1830,MCP,1039,934,1163,1071
6445.png,1494,1830,Radius,651,1284,878,1453
6445.png,1494,1830,Ulna,504,1329,665,1468
6445.png,1494,1830,Wrist,509,1086,955,1387
4293.png,910,1277,PIP,413,344,485,432
4293.png,910,1277,PIP,551,363,628,458
4293.png,910,1277,DIP,421,228,482,312
4293.png,910,1277,DIP,584,277,642,354
4293.png,910,1277,DIP,281,273,346,360
4293.png,910,1277,PIP,167,530,237,613
4293.png,910,1277,PIP,294,391,367,489
4293.png,910,1277,MCP,400,539,495,650
4293.png,910,1277,MCP,507,538,606,647
4293.png,910,1277,MCP,313,575,406,688
4293.png,910,1277,DIP,121,456,188,532
4293.png,910,1277,MCP,230,640,320,744
4293.png,910,1277,PIP,756,615,838,708
4293.png,910,1277,MCP,678,722,780,821
4293.png,910,1277,Wrist,313,831,641,1051
4293.png,910,1277,Ulna,326,1019,418,1122
4293.png,910,1277,Radius,401,995,561,1105
4272.png,1720,2320,PIP,810,721,906,845
4272.png,1720,2320,PIP,616,777,707,899
4272.png,1720,2320,PIP,971,778,1071,909
4272.png,1720,2320,MCP,630,1012,759,1181
4272.png,1720,2320,MCP,520,1092,654,1259
4272.png,1720,2320,MCP,751,965,879,1139
4272.png,1720,2320,DIP,840,577,915,686
4272.png,1720,2320,Wrist,629,1356,1064,1635
4272.png,1720,2320,MCP,883,977,1038,1164
4272.png,1720,2320,DIP,311,887,405,992
4272.png,1720,2320,DIP,1012,660,1098,758
4272.png,1720,2320,MCP,1078,1181,1215,1311
4272.png,1720,2320,DIP,618,634,706,747
4272.png,1720,2320,Radius,737,1582,976,1772
4272.png,1720,2320,Ulna,638,1644,764,1782
4272.png,1720,2320,PIP,390,984,485,1079
4272.png,1720,2320,PIP,1174,1046,1276,1157
6414.png,1412,1804,DIP,196,522,303,642
6414.png,1412,1804,DIP,362,282,465,396
6414.png,1412,1804,DIP,609,169,720,297
6414.png,1412,1804,DIP,856,246,958,365
6414.png,1412,1804,PIP,1132,700,1250,835
6414.png,1412,1804,PIP,268,625,360,739
6414.png,1412,1804,PIP,420,446,539,578
6414.png,1412,1804,PIP,607,332,734,473
6414.png,1412,1804,PIP,831,376,957,500
6414.png,1412,1804,MCP,498,671,620,828
6414.png,1412,1804,MCP,380,765,494,910
6414.png,1412,1804,MCP,632,616,753,770
6414.png,1412,1804,MCP,784,616,923,775
6414.png,1412,1804,MCP,1014,841,1138,978
6414.png,1412,1804,Radius,622,1279,849,1448
6414.png,1412,1804,Ulna,489,1302,650,1441
6414.png,1412,1804,Wrist,500,1057,954,1341
4318.png,1028,1417,PIP,202,520,266,615
4318.png,1028,1417,PIP,471,314,550,425
4318.png,1028,1417,PIP,643,356,724,463
4318.png,1028,1417,DIP,465,175,533,267
4318.png,1028,1417,PIP,332,377,409,481
4318.png,1028,1417,DIP,667,241,731,327
4318.png,1028,1417,DIP,307,245,375,336
4318.png,1028,1417,MCP,733,709,840,834
4318.png,1028,1417,DIP,147,431,211,512
4318.png,1028,1417,MCP,372,585,472,725
4318.png,1028,1417,MCP,469,537,575,673
4318.png,1028,1417,MCP,590,543,706,684
4318.png,1028,1417,Wrist,385,873,726,1118
4318.png,1028,1417,PIP,798,565,884,679
4318.png,1028,1417,MCP,282,652,383,788
4318.png,1028,1417,Ulna,396,1102,514,1218
4318.png,1028,1417,Radius,502,1040,675,1193
4339.png,1204,1493,PIP,562,285,639,397
4339.png,1204,1493,PIP,735,322,820,429
4339.png,1204,1493,PIP,422,349,504,465
4339.png,1204,1493,DIP,779,200,842,285
4339.png,1204,1493,PIP,319,494,388,596
4339.png,1204,1493,DIP,384,211,452,304
4339.png,1204,1493,DIP,549,137,621,237
4339.png,1204,1493,MCP,862,732,981,854
4339.png,1204,1493,MCP,476,598,578,720
4339.png,1204,1493,DIP,261,388,332,484
4339.png,1204,1493,Wrist,454,871,821,1122
4339.png,1204,1493,MCP,393,658,500,781
4339.png,1204,1493,MCP,670,540,791,672
4339.png,1204,1493,MCP,566,547,671,669
4339.png,1204,1493,PIP,961,576,1048,682
4339.png,1204,1493,Ulna,491,1093,579,1204
4339.png,1204,1493,Radius,563,1050,747,1176
6428.png,1516,1747,DIP,181,626,293,752
6428.png,1516,1747,DIP,322,421,430,541
6428.png,1516,1747,DIP,630,269,747,403
6428.png,1516,1747,DIP,897,336,1004,461
6428.png,1516,1747,PIP,1222,895,1346,1036
6428.png,1516,1747,PIP,253,743,350,863
6428.png,1516,1747,PIP,398,568,523,707
6428.png,1516,1747,PIP,637,439,770,587
6428.png,1516,1747,PIP,860,492,993,622
6428.png,1516,1747,MCP,497,810,626,975
6428.png,1516,1747,MCP,382,922,501,1074
6428.png,1516,1747,MCP,638,753,765,914
6428.png,1516,1747,MCP,798,753,944,920
6428.png,1516,1747,MCP,1039,1029,1169,1173
6428.png,1516,1747,Radius,626,1415,864,1592
6428.png,1516,1747,Ulna,496,1420,665,1566
6428.png,1516,1747,Wrist,483,1174,973,1517
6488.png,916,1265,DIP,117,335,192,419
6488.png,916,1265,DIP,258,191,330,271
6488.png,916,1265,DIP,375,122,452,211
6488.png,916,1265,DIP,534,163,605,246
6488.png,916,1265,PIP,718,475,801,569
6488.png,916,1265,PIP,168,428,233,508
6488.png,916,1265,PIP,270,305,353,397
6488.png,916,1265,PIP,390,250,479,348
6488.png,916,1265,PIP,520,270,608,357
6488.png,916,1265,MCP,304,486,389,596
6488.png,916,1265,MCP,230,544,310,646
6488.png,916,1265,MCP,392,453,477,560
6488.png,916,1265,MCP,497,450,594,561
6488.png,916,1265,MCP,641,592,727,687
6488.png,916,1265,Radius,408,895,566,1013
6488.png,916,1265,Ulna,312,931,425,1028
6488.png,916,1265,Wrist,308,726,608,943
6413.png,1657,1792,DIP,630,426,717,524
6413.png,1657,1792,DIP,800,355,884,448
6413.png,1657,1792,DIP,984,364,1074,468
6413.png,1657,1792,DIP,1135,525,1219,622
6413.png,1657,1792,PIP,1075,770,1171,880
6413.png,1657,1792,PIP,640,519,715,612
6413.png,1657,1792,PIP,762,448,859,555
6413.png,1657,1792,PIP,919,467,1023,582
6413.png,1657,1792,PIP,1051,579,1153,680
6413.png,1657,1792,MCP,744,619,843,747
6413.png,1657,1792,MCP,649,637,742,755
6413.png,1657,1792,MCP,837,619,936,745
6413.png,1657,1792,MCP,942,657,1055,787
6413.png,1657,1792,MCP,972,841,1073,952
6413.png,1657,1792,Radius,650,995,835,1133
6413.png,1657,1792,Ulna,555,986,686,1099
6413.png,1657,1792,Wrist,589,800,963,1053
6495.png,1364,1433,DIP,222,500,324,614
6495.png,1364,1433,DIP,369,278,467,386
6495.png,1364,1433,DIP,613,173,719,294
6495.png,1364,1433,DIP,889,264,986,377
6495.png,1364,1433,PIP,1089,732,1201,861
6495.png,1364,1433,PIP,294,595,382,704
6495.png,1364,1433,PIP,428,430,541,555
6495.png,1364,1433,PIP,625,349,746,483
6495.png,1364,1433,PIP,838,396,958,514
6495.png,1364,1433,MCP,505,680,621,829
6495.png,1364,1433,MCP,400,747,508,885
6495.png,1364,1433,MCP,629,637,744,784
6495.png,1364,1433,MCP,771,633,903,785
6495.png,1364,1433,MCP,967,867,1085,997
6495.png,1364,1433,Radius,560,1224,776,1385
6495.png,1364,1433,Ulna,451,1234,604,1366
6495.png,1364,1433,Wrist,455,1054,886,1324
4252.png,1003,1303,PIP,572,332,648,428
4252.png,1003,1303,PIP,430,316,499,415
4252.png,1003,1303,PIP,320,363,389,459
